id,address,latLocation,lonLocation,pharmacyName
246,Calçada da Estrela 167,38.712730253176382,-9.157964575971629,Farmácia Martins
225,Rua Fialho de Almeida 38A,38.734603805089506,-9.157668076232316,Farmácia Sirius
82,"Campo Grande 414C 
Rua Cipriano Dourado, 3-3A",38.759902578753028,-9.157445974964848,Farmácia Holon Campo Grande
213,Calçada da Estrela 139,38.712636554625092,-9.157384638895563,Farmácia Aurélio Rego
255,Alameda das Linhas de Torres 93B,38.763488466605544,-9.157011736543016,Farmácia Douro
11,Rua da Beneficência 91,38.741615059183381,-9.156296331725494,Farmácia Prates e Mota
230,Travessa da Légua da Póvoa 5B,38.723158016490736,-9.156285474686973,Farmácia Britânica
136,Avenida Álvares Cabral 1,38.719496428309263,-9.155761752384739,Farmácia Largo do Rato
188,Avenida Ressano Garcia 7A,38.734498987235717,-9.155239973138494,Farmácia Bairro Azul
122,Rua Rodrigo da Fonseca 101A,38.7247562227926,-9.155057233351814,Farmácia Gomes
49,Rua Barata Feyo 13A,38.792466429370492,-9.154920236677729,Farmácia São Bartolomeu
93,Avenida de Berna 44A,38.738678333403826,-9.154241537022676,Farmácia Berne
64,Rua Pedro Bandeira 2A,38.762769339229706,-9.153757023487687,Farmácia Lambert
227,Calçada Marquês de Abrantes 36A,38.708336164765477,-9.153223857196869,Farmácia Conde Barão
210,Rua António Lopes Ribeiro 6A,38.76737837416195,-9.152972421443817,Farmácia Alta de Lisboa
211,Rua da Escola Politécnica 82B,38.718261118369504,-9.152074061243908,Farmácia São Mamede
94,Rua Braamcamp 52C,38.72235701428918,-9.152050559519445,Farmácia Braamcamp
144,Alameda da Música 7A,38.774876881249632,-9.151877591606455,Farmácia Alto do Lumiar
163,Rua Poço dos Negros 115,38.709804273356404,-9.151611133326874,Farmácia Moz Teixeira
107,Largo de São Sebastião da Pedreira 2,38.732156671739318,-9.151433704380166,Farmácia São Sebastião
74,Avenida das Forças Armadas 34A R/C,38.748035475087086,-9.151208760843113,Farmácia Santa Maria
220,Largo do Conde Barão 2,38.708793131520892,-9.150838001870842,Farmácia Açoreana
146,Avenida António Augusto de Aguiar 17A,38.730161534103736,-9.150624138154523,Farmácia Latina
138,Rua da Escola Politécnica 59,38.717354316211569,-9.150407718731229,Farmácia Albano
50,Avenida Cinco de Outubro 283A,38.7464693229646,-9.150200321088318,Farmácia Santa Maria
254,"Avenida Luís Bivar, 69-75;",38.733649276740444,-9.150180209605734,Farmácia Sagres
45,Avenida Sérgio Vieira de Mello 17B,38.781039151305514,-9.150160346058181,Farmácia do Largo
88,Rua Alexandre Herculano 30,38.722763395937818,-9.149766276702593,Farmácia Vieira Borges
170,Rua Afonso Lopes Vieira 57B,38.75522059594779,-9.149657498806533,Farmácia Rainha Santa
51,Avenida Visconde de Valmor 60B,38.737818625266947,-9.149536855962173,Farmácia Valle
12,Rua da Escola Politécnica 16,38.717272261519511,-9.149486734460922,Farmácia Principe Real
195,Campo Grande 152A,38.752421131245995,-9.149433670977075,Farmácia Campo Grande
85,Avenida Marquês de Tomar 20,38.736453010506835,-9.149206729586847,Farmácia Figueiras
234,Avenida Cinco de Outubro 147A,38.740122935951021,-9.148695468714248,Farmácia Fátima
167,Avenida Júlio Dinis 10A,38.742295902774728,-9.148008855799898,Farmácia Apolo 70
222,Avenida Fontes Pereira de Melo 15A,38.728968357741607,-9.147996773459303,Farmácia Fontes Pereira de Melo
263,Rua António Enes 10A,38.73424897673177,-9.147761109427689,"Farmácia Império, Lda"
53,Rua Viriato 29B,38.731900845841487,-9.147623873801711,Farmácia Picoas
37,Rua Dom Pedro V 123-125,38.715956569269984,-9.147478998004287,Farmácia Jardim Real (Oliveira)
158,Avenida dos Estados Unidos da América 140B,38.748691974141273,-9.147356218067868,Farmácia Nova Iorque
200,Avenida Visconde de Valmor 28B,38.738258535636874,-9.146598820604062,"Farmácia Cardote, Lda"
110,Avenida Duque d''Ávila 125,38.734989874413799,-9.145954898326941,Farmácia Dalva
194,Rua do Salitre 7,38.719500878906011,-9.145953946112716,Farmácia Nacional
265,Avenida da República 27A,38.73656206271086,-9.145907755639129,Farmácia das Avenidas
157,Rua Rodrigues Sampaio 21A,38.721894079530706,-9.145865246461581,Farmácia Morais Sarmento
113,Avenida Duque de Loulé 61-65,38.727427928123156,-9.145772940972861,Farmácia do Marquês
133,Rua Sousa Martins 21A,38.730034987717914,-9.145739337693037,Farmácia Sousa Martins
31,"Avenida de Roma 104A, R/C",38.756052730054968,-9.145276164535931,Farmácia Marbel
176,Rua de São Paulo 108,38.707972918101866,-9.144807851218731,Farmácia Central
231,Avenida Duque d''Ávila 32C/D,38.735293385612067,-9.144705243850366,Farmácia Duque de Ávila
77,Cais do Gás  Nova Estação Fluvial ,38.704906438570376,-9.144698811912916,Farmácia Cais do Sodré
190,Rua do Loreto 28,38.710713373037137,-9.144438627467297,Farmácia Barreto
156,Campo Pequeno 36B e C,38.743215943850927,-9.144161600508399,Farmácia Miranda
